metabolite	0AZ9	0BY1	0BY46	0BY49	0BY50	0CX1	0CX2	0CX47	0CX48	0DW3	9DW38	0DW47	0DW49	0DW50	0EV2	0EV4	0EV48	0EV5	0EV50	0FU2	0GT2	0GT47	0GT48	0GT49	0GT50	0HS3	0HS4	0HS49	0IR3	9IR36	9IR4	0IR4	0IR46	0IR47	0IR49	0JQ1	0JQ2	0JQ3	0JQ46	0JQ5	1AZ1	1AZ3	1AZ4	1HS39	1HS42	1JQ42	2AZ1	2AZ10	2AZ20	2AZ70	2AZ9	2BY5_1	2BY10	4BY12	2BY3	2BY5	2BY6	2BY9	2CX14	2CX15	2CX17	2CX19	2CX21	2CX7	2DW10	2DW36	2DW37	2DW42	2DW43	2DW9	2EV32	2EV37	2EV42	2EV57	2EV7	2EV8	2EV9	2FU1	2FU10	2FU2	2FU34	2FU39	2FU45	2GT1	2GT29	2GT32	2GT40	2GT45	2GT8	2GT9	2HS1	2HS10	2HS12	2HS2	2HS6	2HS7	2HS8	2IR32	2IR33	2IR45	2IR5	2IR6	2IR8	2JQ28	2JQ3	2JQ33	2JQ37	2JQ42	2JQ9	3AZ5	3FU2	4BY11	4CX13	4CX14	4DW12	4DW13	4EV12	4EV13	4FU11	4FU13	4FU14	4GT11	4GT12	4GT14	4HS11	4IR11	4IR13	4IR14	4JQ11	4JQ13	4CX15	6CX17	6CX20	6DW16	6DW17	6DW18	6DW20	6EV17	6FU17	6FU18	6GT18	6HS16	6HS17	6HS18	6HS20	6IR17	6JQ19	8BY22	8BY23	8BY25	8CX22	8CX23	8CX24	8DW22	8EV21	8EV22	8EV23	8EV25	8FU21	8FU23	8GT22	8GT23	8GT24	8GT25	8HS25	8IR21	8IR22	8IR25	8JQ22	8JQ24	8JQ25	9AZ1	9AZ7	9AZ8	9BY21	9BY24	9BY28	9BY35	9BY40	9CX1	9CX4	9CX7	9CX8	9CX9	9DW33	9DW36	9DW371	9DW4	9FU26	9FU29	9FU6	9FU7	9GT28	9GT33	9HS44	9HS50	9HS51	9IR21	9IR3	9JQ38	9JQ39	9JQ43	9JQ52	FU3	FU4	FU6
Peptidomimetics	6.907755279	6.907755279	6.907755279	11.11603168	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.911111	6.907755279	6.907755279	6.907755279	14.03145014	6.907755279	6.907755279	6.907755279	6.907755279	14.03833344	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.51993632	6.907755279	6.907755279	14.95277852	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.89214607	15.02570025	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.54170356	6.907755279	6.907755279	12.71397043	6.907755279	6.907755279	14.00032041	6.907755279	6.907755279	6.907755279	11.38548852	6.907755279	6.907755279	6.907755279	6.907755279	13.03319339	6.907755279	11.43054821	6.907755279	6.907755279	6.907755279	14.69257581	14.51795289	6.907755279	6.907755279	14.59993693	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.78538671	13.09803447	6.907755279	6.907755279	6.907755279	14.20771348	6.907755279	14.16077001	13.93056028	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.76905192	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.42705059	13.24071994	6.907755279	13.7801992	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.28198098	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.42043866	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.77688306	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.72136726	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.47569667	12.69430652	14.54144732	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.28499759	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.54362692	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.14256248	13.65596835	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.73618424	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.42615305	13.59223462	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.78875214	6.907755279	13.71521939	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.08535412	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.03134933	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.27315657	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.43349743
Benzene and substituted derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.1409242	6.907755279	6.907755279	6.907755279	14.95529049	6.907755279	6.907755279	6.907755279	6.907755279	15.09165716	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.83170261	6.907755279	6.907755279	16.25175255	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.60269472	14.17101005	16.29062325	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.88143813	6.907755279	13.96477841	14.52623301	6.907755279	6.907755279	14.17476766	6.907755279	6.907755279	15.38090393	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.41169767	6.907755279	6.907755279	6.907755279	14.10555923	15.14150431	15.82967742	15.68216802	6.907755279	6.907755279	15.85210998	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.84752445	6.907755279	6.907755279	14.79332435	6.907755279	6.907755279	14.56968277	6.907755279	6.907755279	6.907755279	15.45813133	6.907755279	15.46689992	14.95409789	6.907755279	6.907755279	6.907755279	13.6812134	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.24149501	6.907755279	6.907755279	6.907755279	14.0747971	6.907755279	14.15543398	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.44825929	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.09538082	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.78291968	6.907755279	6.907755279	6.907755279	14.86375691	14.61092277	15.50432214	6.907755279	6.907755279	15.55222064	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.69740872	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.91743091
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.45860112	6.907755279	6.907755279	14.32408656	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.3982555	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.62209488	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.61452144	6.907755279	6.907755279	6.907755279	6.907755279	11.35813137	14.79518796	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.0636391	6.907755279	12.9074369	6.907755279	12.40847724	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.48948051	12.59097057	6.907755279	6.907755279	6.907755279	6.907755279	11.68679383	12.62577137	14.21947187	6.907755279	13.06541613	6.907755279	6.907755279	13.94100879	6.907755279	12.81323467	14.42975749	6.907755279	6.907755279	6.907755279	6.907755279	12.63249915	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.27951503	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.43619157	6.907755279	14.17929604	15.43014876	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.07320847	6.907755279	6.907755279	6.907755279	6.907755279	12.44697699	6.907755279	12.65650401	6.907755279	14.7773211	6.907755279	14.51325573	6.907755279	6.907755279	6.907755279	6.907755279	12.77486426	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.64171096	6.907755279	6.907755279	15.00301787	14.4097	6.907755279	6.907755279	15.19852038	6.907755279	6.907755279	6.907755279	12.99497125	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.31996924	6.907755279	6.907755279	12.14527354	13.61352152	12.77062511	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.30884505	6.907755279	12.89536212	6.907755279	6.907755279	14.36720486	6.907755279	6.907755279	6.907755279	6.907755279
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.69991233	6.907755279	6.907755279	6.907755279	12.83239816	6.907755279	6.907755279	6.907755279	6.907755279	13.08259326	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.4412057	6.907755279	6.907755279	15.5731139	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.20679877	13.28742493	15.58922333	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.28489832	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.94774696	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.26657424	16.30634445	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.18562468	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.8743181	6.907755279	13.38928885	13.84694192	6.907755279	6.907755279	6.907755279	11.8158094	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.1837828	6.907755279	6.907755279	6.907755279	13.19776801	6.907755279	14.00718277	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.80915105	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	10.85089836	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.84541985	6.907755279	6.907755279	6.907755279	6.907755279	12.03033293	12.44934308	6.907755279	6.907755279	13.64188745	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.78724899
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.63260217	6.907755279	10.35633321	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.70656622	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.21238857	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.62181958	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.52814926	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.76047868	6.907755279	12.0234083	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	10.9588279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
Fatty Acyls	16.1905264	16.38958018	16.38073842	16.63203922	16.0101788	15.83785453	16.38448125	16.46833277	16.04169322	15.84162057	15.93869825	15.99537305	16.09415532	15.95089265	15.93015959	16.37063232	15.98538413	16.27794059	15.93076064	15.91965739	16.29043379	15.97319789	16.12376306	16.24499903	15.8955006	16.36610527	16.04219115	16.42121329	16.44627131	16.35976987	15.85862075	15.81478509	16.15536085	16.50090544	15.83983536	15.97189158	16.06894996	15.99606982	15.94979862	15.96568865	16.02598364	15.92961669	16.0455829	16.48867318	15.9996605	16.11777171	16.07368223	16.18960588	16.1284183	16.22554446	16.15353008	16.1945778	16.45263697	15.82488879	16.28556221	16.47879116	15.9137894	15.97756374	16.01267163	16.40870803	15.9598978	15.96814382	15.98376474	15.92278357	15.88308773	15.95185009	16.3025703	15.89095183	16.01690324	16.12614318	16.26945113	15.96660185	15.9090913	16.3274985	16.21199003	15.87478418	15.9212353	16.38547604	16.0918868	16.4441854	15.97374168	16.09268897	16.14571164	16.24388152	16.42716276	15.96518679	16.56535641	16.50866918	15.96766644	15.83533194	16.31898927	16.00345163	16.04084716	15.86407344	15.98811234	15.79194815	16.07973917	15.97303531	16.41183623	15.8952896	15.88169183	15.90212863	15.76189454	15.99311321	16.41447973	16.4431926	16.39577358	16.43704899	15.91570144	16.38996709	16.29763412	15.87206282	15.94527331	15.81143703	15.89882729	15.91306206	16.11906421	16.09977523	16.29966385	16.44132803	16.11832634	16.15369215	15.84590249	15.88533148	15.85942694	15.85651341	15.93186602	15.67561573	15.94443042	15.94392036	15.83070974	16.01240378	15.9839336	16.34048154	16.03256184	16.15417499	15.87456461	15.95499081	16.15420964	15.90429629	15.8192102	15.76029242	16.0515267	15.71223672	15.85975711	16.53438952	15.80088082	16.13229478	16.02893728	15.84190256	16.04970173	15.89841009	15.74051263	16.03649137	15.71412839	15.84906652	16.19582017	15.89067879	15.96124195	15.8653363	15.91673794	16.05346613	15.96533662	15.8594015	15.79569187	16.0905408	15.95741418	15.84672062	15.78379634	16.00143966	15.79851892	16.44228583	15.96281117	16.56940648	15.97842974	16.36308232	15.99271927	16.04734379	15.96367248	15.8846603	15.93258111	16.13312171	16.34811099	16.02358106	16.12354041	16.01533246	16.36717527	15.96369387	16.4006003	16.02133372	15.85596347	16.02531387	16.45324294	16.51446628	16.38831791	15.96968987	16.56333372	16.3681612	16.44508925	16.00492462	15.92177762	15.8265626	15.99398756	16.3750333	15.91974707	16.19337977
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.66568819	6.907755279	6.907755279	6.907755279	12.80959162	6.907755279	6.907755279	6.907755279	6.907755279	13.74376323	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.30056381	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.66110655	6.907755279	15.53412673	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.69310166	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.02430821	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.78918426	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.36443216	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.58417079	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.90119904	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.62045171	6.907755279	6.907755279	6.907755279	6.907755279	14.76649804	13.85315072	6.907755279	6.907755279	15.0386932	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.11605024
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.69644769	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.63797347	6.907755279	6.907755279	14.66369464	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.5007934	11.18559655	14.66193032	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.03346656	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.0076079	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.30802596	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.51229226	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.54973926	6.907755279	13.06000447	12.92912058	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.3158041	6.907755279	13.38270361	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.05066459	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.09028735	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.92039999	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.17978096
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.79660891	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.23574437	6.907755279	6.907755279	6.907755279	12.4601691	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.0173997	6.907755279	6.907755279	13.03130952	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.28403394	13.7786403	12.81022596	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.85156814	6.907755279	12.34395982	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.23276778	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.79938352	13.20989968	13.58210179	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.12484331	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.36536973	6.907755279	6.907755279	6.907755279	13.33835701	6.907755279	13.95103257	14.19597112	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.55768282	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.9460156	6.907755279	6.907755279	6.907755279	13.78114682	6.907755279	12.65466581	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.5342125	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.81977399	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.43252548	6.907755279	6.907755279	6.907755279	12.3763286	11.140704	13.09712821	6.907755279	6.907755279	14.4733523	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.18130461
