metabolite	0AZ9	0BY1	0BY46	0BY49	0BY50	0CX1	0CX2	0CX47	0CX48	0DW3	9DW38	0DW47	0DW49	0DW50	0EV2	0EV4	0EV48	0EV5	0EV50	0FU2	0GT2	0GT47	0GT48	0GT49	0GT50	0HS3	0HS4	0HS49	0IR3	9IR36	9IR4	0IR4	0IR46	0IR47	0IR49	0JQ1	0JQ2	0JQ3	0JQ46	0JQ5	1AZ1	1AZ3	1AZ4	1HS39	1HS42	1JQ42	2AZ1	2AZ10	2AZ20	2AZ70	2AZ9	2BY5_1	2BY10	4BY12	2BY3	2BY5	2BY6	2BY9	2CX14	2CX15	2CX17	2CX19	2CX21	2CX7	2DW10	2DW36	2DW37	2DW42	2DW43	2DW9	2EV32	2EV37	2EV42	2EV57	2EV7	2EV8	2EV9	2FU1	2FU10	2FU2	2FU34	2FU39	2FU45	2GT1	2GT29	2GT32	2GT40	2GT45	2GT8	2GT9	2HS1	2HS10	2HS12	2HS2	2HS6	2HS7	2HS8	2IR32	2IR33	2IR45	2IR5	2IR6	2IR8	2JQ28	2JQ3	2JQ33	2JQ37	2JQ42	2JQ9	3AZ5	3FU2	4BY11	4CX13	4CX14	4DW12	4DW13	4EV12	4EV13	4FU11	4FU13	4FU14	4GT11	4GT12	4GT14	4HS11	4IR11	4IR13	4IR14	4JQ11	4JQ13	4CX15	6CX17	6CX20	6DW16	6DW17	6DW18	6DW20	6EV17	6FU17	6FU18	6GT18	6HS16	6HS17	6HS18	6HS20	6IR17	6JQ19	8BY22	8BY23	8BY25	8CX22	8CX23	8CX24	8DW22	8EV21	8EV22	8EV23	8EV25	8FU21	8FU23	8GT22	8GT23	8GT24	8GT25	8HS25	8IR21	8IR22	8IR25	8JQ22	8JQ24	8JQ25	9AZ1	9AZ7	9AZ8	9BY21	9BY24	9BY28	9BY35	9BY40	9CX1	9CX4	9CX7	9CX8	9CX9	9DW33	9DW36	9DW371	9DW4	9FU26	9FU29	9FU6	9FU7	9GT28	9GT33	9HS44	9HS50	9HS51	9IR21	9IR3	9JQ38	9JQ39	9JQ43	9JQ52	FU3	FU4	FU6
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.86087261	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.48870614	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.29505556	6.907755279	14.7865185	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.89970421	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.00037317	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.41246494	6.907755279	15.80984905	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.30762304	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.99794569	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.02663978	6.907755279	6.907755279	6.907755279	6.907755279	14.10559667	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.95559989
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.06750962	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.11373938	6.907755279	6.907755279	6.907755279	6.907755279	14.70683104	6.907755279	6.907755279	6.907755279	6.907755279	15.78247531	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.16965075	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.38145943	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.11303664	15.35490006	6.907755279	15.16934301	6.907755279	6.907755279	6.907755279	16.14662426	6.907755279	6.907755279	6.907755279	16.13663782	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.22010341	6.907755279	6.907755279	6.907755279	15.26452246	6.907755279	15.43242471	16.34678519	6.907755279	14.58805187	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.78556745	6.907755279	15.09829414	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.47330307	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.29787122	6.907755279	13.81206328	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.21676243	6.907755279	6.907755279	6.907755279	6.907755279	13.77335582	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.73686368	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.55940186	6.907755279	14.82917515	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	17.25651604	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.36525209	6.907755279	14.39578035	13.40025495	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.11182379	6.907755279	6.907755279	14.27545142	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.65159314	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.52039622	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.45412985	6.907755279	6.907755279	6.907755279	6.907755279	15.28207603	6.907755279	6.907755279	6.907755279	14.87397321	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.21998186
Purine nucleosides	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.20237158	6.907755279	6.907755279	6.907755279	12.40041316	6.907755279	6.907755279	6.907755279	6.907755279	12.8567341	6.907755279	6.907755279	6.907755279	11.57043057	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.40394807	6.907755279	6.907755279	13.99204814	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.61182763	12.63029121	14.03899395	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.5481106	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.09254462	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.90775032	6.907755279	11.34049917	6.907755279	6.907755279	6.907755279	14.52088827	13.09106287	6.907755279	6.907755279	13.17538296	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.08138258	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.20556397	6.907755279	6.907755279	6.907755279	13.35089632	6.907755279	13.38629507	13.29922103	6.907755279	6.907755279	6.907755279	11.69278343	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.03297724	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.54521933	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.46291468	6.907755279	6.907755279	6.907755279	6.907755279	12.33009082	12.7607816	6.907755279	6.907755279	12.67987297	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.56537925
Steroids and steroid derivatives	14.83556281	14.79559835	14.75747384	6.907755279	14.896681	14.85748205	14.71931744	14.72550397	14.92452786	15.21240437	15.26174364	14.3080855	15.31538811	15.56743086	15.32611543	14.84588419	15.17718701	6.907755279	15.16283398	15.18836489	14.73995375	15.29695273	15.3042965	15.23050414	14.63188329	14.82674692	15.18401315	6.907755279	14.84829029	16.10700033	15.30028062	15.22646813	15.31935598	14.82196579	15.30845914	15.24751759	6.907755279	14.80038173	15.28637558	15.32513667	13.67231491	14.89631457	15.56032902	14.78957979	15.16016422	14.87467558	15.44508595	14.87062923	15.26288535	15.3629522	15.2423363	6.907755279	14.75112693	15.04213332	14.76093804	14.87319083	16.68079365	15.83494567	15.24180869	6.907755279	15.13456075	14.859769	14.93835237	15.30274901	15.20506004	15.18389902	14.07055982	14.86728235	15.20117543	15.39914712	15.19729461	15.32943361	15.05519993	14.7771882	15.29206486	15.18438686	15.19876551	6.907755279	14.87811288	6.907755279	14.93318939	14.94695663	14.67370259	14.86666129	14.78463485	15.22599816	14.80012436	14.78354081	15.27947272	15.20555142	14.7685839	14.89136952	13.77545666	15.17549156	14.76905295	14.78648014	14.93207268	14.90841461	6.907755279	15.28832131	15.24956093	14.9251743	14.77774327	14.91225096	14.81019644	14.80028555	14.08342271	15.30973448	6.907755279	6.907755279	15.29371926	15.12909037	6.907755279	6.907755279	15.24329189	15.22753291	15.23320485	15.2600806	6.907755279	14.76897951	15.27859139	14.62992685	15.21791249	14.90233567	14.86332357	6.907755279	15.20663276	14.62229816	15.17018421	14.89689842	6.907755279	14.9447469	6.907755279	6.907755279	14.89188394	6.907755279	14.87038846	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.07774721	6.907755279	6.907755279	14.93419724	14.93310378	6.907755279	14.55453151	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.88534981	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.87271231	6.907755279	14.97554735	14.87431577	14.94696658	14.93460554	14.8543392	14.72898283	6.907755279	14.90362887	14.73202664	14.82369441	14.93978107	14.91561655	6.907755279	15.24218202	15.7834001	15.17794566	6.907755279	15.11859487	14.79905937	15.33208013	14.74424834	14.9474589	14.82135072	14.92426743	14.78152044	15.24380998	14.76936802	16.02048984	14.78059251	15.28768189	6.907755279	14.82844701	6.907755279	14.76870973	15.25538988	14.88615939
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.78815808	6.907755279	6.907755279	14.68379139	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.27063294	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.71845783
unclassified	6.907755279	6.907755279	14.85161317	14.10229894	6.907755279	14.23041689	14.6162676	6.907755279	6.907755279	6.907755279	14.67622678	6.907755279	6.907755279	6.907755279	13.23179419	6.907755279	6.907755279	6.907755279	6.907755279	13.61587311	11.03651105	6.907755279	6.907755279	6.907755279	6.907755279	14.35833219	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.40270764	14.2667891	14.3071112	14.68988433	14.12664423	6.907755279	14.14897668	6.907755279	14.83321587	6.907755279	6.907755279	13.96673294	13.99063754	14.23170735	13.88899046	6.907755279	6.907755279	6.907755279	14.18825809	15.12249406	6.907755279	6.907755279	6.907755279	6.907755279	13.4613232	14.45796248	14.71030169	14.26277973	12.7289014	6.907755279	14.17491419	6.907755279	13.81379495	14.36105711	6.907755279	6.907755279	6.907755279	14.22684611	6.907755279	6.907755279	6.907755279	6.907755279	15.97864675	14.47149715	15.96727464	6.907755279	14.43280298	14.67914711	13.41727271	15.36887496	6.907755279	6.907755279	16.38860615	6.907755279	6.907755279	14.6806701	6.907755279	13.83018896	14.60144648	14.92328276	6.907755279	6.907755279	14.59437846	6.907755279	13.56933933	14.61980618	6.907755279	6.907755279	6.907755279	15.11093565	14.08398291	14.97881506	14.50847751	13.7572487	14.9193726	6.907755279	13.55618254	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.76772473	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.19669476	6.907755279	6.907755279	6.907755279	14.01491144	13.61801313	14.19693725	13.04695969	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.99456967	6.907755279	13.74592324	6.907755279	14.03907789	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.45125739	6.907755279	6.907755279	6.907755279	6.907755279	13.2041723	6.907755279	6.907755279	14.05440787	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.72924644	14.73256994	14.23708128	6.907755279	6.907755279	14.05158242	14.66669391	14.81318579	14.97752856	6.907755279	14.86832842	14.83872101	6.907755279	6.907755279	6.907755279	6.907755279	14.73653169	13.68943004	15.51333448	14.77957242	6.907755279	6.907755279	14.10667752	6.907755279	6.907755279	6.907755279	13.97001883
unclassified	6.907755279	6.907755279	6.907755279	15.35422544	6.907755279	14.10251896	14.5592029	6.907755279	6.907755279	6.907755279	14.58283365	6.907755279	14.44116	6.907755279	14.77196252	6.907755279	6.907755279	6.907755279	6.907755279	14.26854355	14.37870104	6.907755279	6.907755279	15.57971102	6.907755279	14.35113335	6.907755279	14.22568059	6.907755279	6.907755279	6.907755279	13.89375958	6.907755279	6.907755279	6.907755279	14.88856272	15.154595	6.907755279	15.15505773	14.88118589	13.93938617	6.907755279	6.907755279	14.32104709	6.907755279	6.907755279	14.65542385	15.41721171	15.44344156	14.79397425	6.907755279	6.907755279	6.907755279	14.72664792	6.907755279	6.907755279	6.907755279	14.35309339	6.907755279	14.8843947	14.08179207	14.30184019	14.53785716	15.19776012	6.907755279	14.55735059	6.907755279	6.907755279	14.96787482	14.25649028	6.907755279	6.907755279	13.89198458	6.907755279	14.50835639	6.907755279	6.907755279	14.65733331	14.81105269	14.21346154	6.907755279	14.23022155	14.62271017	15.4977971	15.21672926	6.907755279	6.907755279	14.86810698	6.907755279	13.96478427	13.90410013	14.048719	14.15404836	6.907755279	14.60695433	13.99573486	6.907755279	6.907755279	14.55800082	13.99147859	14.99536223	6.907755279	6.907755279	6.907755279	14.38936644	6.907755279	14.56579991	16.36767963	15.05157626	14.16497789	14.72801733	14.86249744	14.21894401	14.50517027	6.907755279	14.50229036	15.56757343	14.7079702	14.05077595	14.72293373	15.13764122	6.907755279	13.97866934	6.907755279	15.25755168	6.907755279	14.03917626	6.907755279	15.67649836	15.07539883	15.44475013	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.55129636	16.06664108	6.907755279	15.22289022	14.01984377	14.61237325	14.1103745	14.81655315	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.54212608	6.907755279	13.99853577	6.907755279	6.907755279	15.12026529	6.907755279	14.8578727	15.08750448	14.16021157	6.907755279	6.907755279	6.907755279	14.61544193	6.907755279	13.84586798	15.43209938	6.907755279	6.907755279	15.1224405	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.08965789	6.907755279	14.7684497	6.907755279	14.42908091	6.907755279	14.41200779	14.55433084	14.11586224	6.907755279	6.907755279	14.53462585	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.24727166	6.907755279	14.11125047	6.907755279	14.22723195	6.907755279	6.907755279	14.45839024	6.907755279	14.98833789
unclassified	15.33036215	15.58401425	15.57691698	15.46718113	15.48597735	15.51043906	15.58602864	15.51065299	15.54518198	15.99268688	15.99870625	15.3290357	15.86249928	15.97114914	16.02755885	15.58513526	15.96348853	15.48327562	15.85973125	15.77069974	15.55593328	15.98706952	15.98886732	15.99093925	15.60393132	15.51751688	15.97765813	15.32626142	15.54919087	15.64625489	15.99785703	15.99271049	15.98079222	15.585689	15.9387093	16.02489542	15.57311494	15.50915899	16.01471584	15.92501418	15.60447667	15.64959748	15.94136487	15.46532058	15.92958673	15.58332659	15.89832435	15.55275228	16.04100505	15.96396267	16.04050739	15.38902535	15.58058696	15.58321929	15.51714503	15.61147396	15.56012687	15.7170895	16.02808319	15.28535645	15.99339087	15.57371826	15.97856095	16.05652465	15.96749727	15.99422568	15.53300775	15.57161038	15.9140268	16.03249272	15.88343005	16.01672461	15.96324271	15.51381305	15.98585913	15.93894415	15.98936643	15.5347459	15.62008235	15.59023219	15.56647371	15.59781713	16.00779313	15.95492191	15.61291187	15.95988748	15.59644887	15.58394244	15.99318422	15.95148045	15.52838865	15.40074381	15.38256699	15.94305429	15.56721833	15.50269889	15.58443825	15.5798075	15.62737657	16.05549646	15.99441131	15.6124648	15.53162065	15.60171845	15.5270147	15.62772532	15.48923159	15.95051721	15.46464153	15.39047367	16.05652438	15.50360243	15.15968826	15.37208038	15.99097564	16.04967354	16.0447231	15.98120357	15.50033908	15.55952308	16.08804934	15.60847452	15.99392239	15.56764166	15.52597549	15.41056681	15.72335168	15.5671039	15.98020953	15.54834639	15.33706755	15.55537	15.29831448	15.33724956	15.7014193	15.31001214	15.50575717	15.38731659	15.37767346	15.42390431	15.40538615	15.34734656	15.34851551	15.36168717	15.43181314	15.247508	15.56525143	15.23834724	15.33700411	15.655133	15.56498639	15.40433009	15.50319488	15.32560968	15.28377355	15.3620808	15.34779698	15.3086552	15.34638964	15.34138929	15.38653563	15.29602084	15.39872622	15.28878977	15.36358354	15.31048341	15.27771676	15.32798316	15.56007929	15.33956033	15.51173226	15.43899038	15.56327076	15.57679274	15.52955599	15.51053474	15.60911674	15.63235774	15.51148729	15.59183476	15.57325433	15.51669991	15.54013268	16.03448286	15.98877184	16.05115979	15.327918	16.05831387	15.44953225	16.04468973	15.52079678	15.52503777	15.6530048	15.44924103	15.66490259	15.94698893	15.54770327	15.59559768	15.59149666	16.06496154	15.33842891	15.50264202	15.34977482	15.55607222	16.04910419	15.53826453
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.56523995	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.37565617	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.5555248	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.69720245	6.907755279	16.15510488	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.87347125	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.54286457	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.74145431	6.907755279	15.82756661	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.51872072	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.37631517	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.39173802	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.3566083
