Eigvals,3,,
292.8260663,276.0282527,249.5492436,
,,,
Proportion explained,3,,
0.382435023,0.339817127,0.27774785,
,,,
Species,344,3,
00056bcaf3eb04f1d988da98936bc1d5,6.709350595,10.78130171,20.21105923
01678bcea2b58f4934ca047a3d8d6b97,5.856757682,3.200725183,-6.498935382
01bd3fe94455ce451ccbe6fc57069261,-33.09251943,-20.71973537,-16.20504877
031bc75c4d162ff7bc8bf302eb73565d,-18.42859545,-2.170301028,29.81777156
034640392fd761ca55a00036940c73c1,4.953423039,12.67250513,26.13270739
048321e811e39faa7203a044f5b374ce,1.725850581,1.02925291,13.87834627
049e9985c738df5d534704373d2e90e9,-10.81952386,-6.687205177,13.83887806
060045d7682d9df6168c3146fa0967e4,-14.43412559,-7.072198024,-17.81741705
070509adb6a8c7f66ceb5a3c5a981c8a,-17.33353734,30.90435117,21.06148029
08029cb9a88951ea50b93d0a9e210af2,10.88872219,-11.46375904,-0.461708902
086585ab0654c55c3536a3b17977f340,-0.603870688,-0.762826686,13.81979453
0a1775972227f8203c8b7601b5ee5af7,-5.588792171,3.431374258,-9.181247614
0a2a1ed7a26ad20fd32c3f112f9bce81,0.113803933,-23.46878007,22.8231664
0a823fd294075990a4080100d7562a1c,5.734386722,18.01523932,10.67728566
0abdb5e26045c78f084f4bf2713cbf33,-1.948459465,-0.405210545,14.30779729
0aeb72e1e54285fe1d3b4d69cc774cf8,21.91237814,-11.11296107,-18.99091789
0aeec48b8fb67093bcb47a844c91d0d4,-2.733649512,2.050851183,12.85865737
0b162ce62286b5bc182e903c1c51c58d,-26.90064968,20.21784038,3.384093344
0b21d80d1f89bc30d915fff4b7741731,33.692464,2.088189188,11.10812675
0b820f96dda41afd6d433a7b1234de94,6.041936658,26.03571952,0.97356692
0cdef895b9b57b30365ccfea3fb0fb98,-0.00464511,-18.16147014,-8.324283843
0cf57c36f015582c5f41d85dc63678ed,-5.174303351,2.819420314,5.788472043
0eca354b66484f0c52da116f1ebe0bfa,-6.363358709,9.475873578,1.498774594
100e039fcf15e05226be0a807cbcc627,19.97168681,16.6552979,-7.03662998
10d48e390e0a1f0ae7fbe497f944e4b7,-0.345111508,-6.093912252,-3.959375776
10e5a1737cf7d95a92d51a5f3ce99add,1.318576152,-30.92835431,26.78062065
11725fa1ccba01e0b421521a8278c4e9,-17.65396642,9.118959407,16.4083093
12ad92c33b307bfdf509d684b9f2fa14,9.11304296,-8.840547975,10.16281153
1357c3aa1b8ab3debd38b96ad1787d01,12.49653976,13.39503415,1.373162002
136e611a944d1af7eaebbf8d555b5f55,2.477914147,-6.882309351,-8.274912994
